"cust_no","obs_dt","tag"
"3000608711","20191231",1
"3000577248","20191231",0
"3000422055","20191231",0
"3000350058","20191231",0
"3000566915","20191231",0
"3000430438","20191231",0
"3000601188","20191231",0
"3000550428","20191231",0
"3000092334","20191231",0
"3000403054","20191231",0
"3000598430","20191231",0
"3000598144","20191231",0
"3000564208","20191231",0
"3000577828","20191231",0
"3000605790","20191231",0
"3000419545","20191231",0
"3000585867","20191231",0
"3000431598","20191231",0
"3000566865","20191231",0
"3000552322","20191231",0
"3000434758","20191231",0
"3000423793","20191231",0
"3000590560","20191231",0
"3000412598","20191231",1
"3000582523","20191231",0
"3000428035","20191231",0
"3000432910","20191231",0
"3000421085","20191231",0
"3000569397","20191231",0
"3000460402","20191231",1
"3000401217","20191231",0
"3000570063","20191231",0
"3000388895","20191231",0
"3000421950","20191231",0
"3000432285","20191231",0
"3000554984","20191231",0
"3000431360","20191231",0
"3000551351","20191231",0
"3000554221","20191231",0
"3000467303","20191231",1
"3000471605","20191231",1
"3000568767","20191231",0
"3000558019","20191231",0
"3000565132","20191231",1
"3000417369","20191231",0
"3000389637","20191231",0
"3000431943","20191231",0
"3000452319","20191231",0
"3000354148","20191231",0
"3000452262","20191231",0
"3000599361","20191231",0
"3000468752","20191231",1
"3000409854","20191231",0
"3000608091","20191231",0
"3000563769","20191231",0
"3000564502","20191231",0
"3000603430","20191231",0
"3000561920","20191231",0
"3000609593","20191231",0
"3000413105","20191231",0
"3000567030","20191231",1
"3000413107","20191231",0
"3000576281","20191231",0
"3000434764","20191231",1
"3000585877","20191231",0
"3000411392","20191231",1
"3000417899","20191231",1
"3000406225","20191231",0
"3000609598","20191231",0
"3000610608","20191231",0
"3000551886","20191231",1
"3000609886","20191231",0
"3000440670","20191231",0
"3000571912","20191231",0
"3000421095","20191231",0
"3000591785","20191231",0
"3000606542","20191231",0
"3000577311","20191231",0
"3000425179","20191231",0
"3000416216","20191231",1
"3000575366","20191231",0
"3000588221","20191231",0
"3000418585","20191231",1
"3000588510","20191231",1
"3000424258","20191231",0
"3000576869","20191231",0
"3000428283","20191231",0
"3000414793","20191231",0
"3000567850","20191231",0
"3000556368","20191231",0
"3000555156","20191231",0
"3000577318","20191231",0
"3000465655","20191231",0
"3000471327","20191231",0
"3000424836","20191231",0
"3000454690","20191231",0
"3000564696","20191231",0
"3000432875","20191231",0
"3000582775","20191231",0
"3000469739","20191231",0
"3000503661","20191231",0
"3000566068","20191231",0
"3000576630","20191231",0
"3000500796","20191231",0
"3000568018","20191231",0
"3000412665","20191231",0
"3000418406","20191231",0
"3000610610","20191231",0
"3000433902","20191231",0
"3000518658","20191231",0
"3000569806","20191231",0
"3000429603","20191231",0
"3000429604","20191231",0
"3000201201","20191231",0
"3000467267","20191231",0
"3000553262","20191231",0
"3000422653","20191231",0
"3000606027","20191231",0
"3000561590","20191231",0
"3000538056","20191231",0
"3000601023","20191231",0
"3000424602","20191231",0
"3000433278","20191231",0
"3000505908","20191231",0
"3000528592","20191231",0
"3000500902","20191231",0
"3000414278","20191231",0
"3000584968","20191231",0
"3000247840","20191231",0
"3000609134","20191231",0
"3000176003","20191231",0
"3000593166","20191231",0
"3000582258","20191231",0
"3000602528","20191231",0
"3000425763","20191231",0
"3000510029","20191231",0
"3000602816","20191231",0
"3000422893","20191231",0
"3000522725","20191231",0
"3000421683","20191231",0
"3000566070","20191231",0
"3000575379","20191231",0
"3000613382","20191231",0
"3000598982","20191231",0
"3000477782","20191231",0
"3000431381","20191231",0
"3000552295","20191231",0
"3000427426","20191231",0
"3000601265","20191231",0
"3000430805","20191231",1
"3000579983","20191231",0
"3000582498","20191231",0
"3000608163","20191231",0
"3000352793","20191231",0
"3000585657","20191231",0
"3000566653","20191231",0
"3000567579","20191231",0
"3000590405","20191231",0
"3000426164","20191231",0
"3000453780","20191231",0
"3000420004","20191231",0
"3000564233","20191231",0
"3000427665","20191231",0
"3000426166","20191231",0
"3000368521","20191231",0
"3000560209","20191231",0
"3000409875","20191231",0
"3000453786","20191231",0
"3000579801","20191231",0
"3000571408","20191231",0
"3000425820","20191231",0
"3000557067","20191231",0
"3000569474","20191231",0
"3000572909","20191231",1
"3000433285","20191231",0
"3000428405","20191231",0
"3000430990","20191231",1
"3000564815","20191231",0
"3000600873","20191231",0
"3000416995","20191231",0
"3000425825","20191231",0
"3000597543","20191231",0
"3000552643","20191231",0
"3000552069","20191231",0
"3000554302","20191231",0
"3000552644","20191231",0
"3000552645","20191231",0
"3000578830","20191231",0
"3000234521","20191231",0
"3000517699","20191231",0
"3000505100","20191231",0
"3000568848","20191231",0
"3000585715","20191231",0
"3000435470","20191231",0
"3000568849","20191231",0
"3000415314","20191231",1
"3000607012","20191231",0
"3000611314","20191231",1
"3000155358","20191231",0
"3000594204","20191231",0
"3000428591","20191231",1
"3000551382","20191231",1
"3000427438","20191231",0
"3000578837","20191231",0
"3000571120","20191231",0
"3000412736","20191231",0
"3000468833","20191231",0
"3000557889","20191231",0
"3000610107","20191231",0
"3000573258","20191231",0
"3000420488","20191231",0
"3000388454","20191231",0
"3000566719","20191231",0
"3000418132","20191231",0
"3000551385","20191231",0
"3000234818","20191231",0
"3000594208","20191231",0
"3000578783","20191231",0
"3000591628","20191231",0
"3000510855","20191231",0
"3000559495","20191231",0
"3000569824","20191231",0
"3000195780","20191231",0
"3000426751","20191231",0
"3000579810","20191231",0
"3000603462","20191231",1
"3000590366","20191231",0
"3000407754","20191231",0
"3000421464","20191231",1
"3000429628","20191231",0
"3000420541","20191231",0
"3000557945","20191231",0
"3000563617","20191231",0
"3000590947","20191231",0
"3000138493","20191231",0
"3000550995","20191231",1
"3000583011","20191231",0
"3000565986","20191231",0
"3000415320","20191231",0
"3000408208","20191231",0
"3000167196","20191231",0
"3000212084","20191231",0
"3000583014","20191231",1
"3000606861","20191231",0
"3000580146","20191231",0
"3000596348","20191231",0
"3000586881","20191231",0
"3000590896","20191231",0
"3000566092","20191231",0
"3000419350","20191231",0
"3000419064","20191231",0
"3000595081","20191231",0
"3000576423","20191231",0
"3000422442","20191231",0
"3000191816","20191231",0
"3000422444","20191231",0
"3000189597","20191231",0
"3000408449","20191231",0
"3000423945","20191231",0
"3000551684","20191231",0
"3000565175","20191231",0
"3000433641","20191231",0
"3000556212","20191231",0
"3000555766","20191231",0
"3000418145","20191231",0
"3000422734","20191231",0
"3000605890","20191231",1
"3000576429","20191231",0
"3000560170","20191231",0
"3000504141","20191231",0
"3000613221","20191231",0
"3000467637","20191231",0
"3000426185","20191231",0
"3000570212","20191231",0
"3000594166","20191231",0
"3000390635","20191231",0
"3000470384","20191231",0
"3000558296","20191231",0
"3000523436","20191231",0
"3000418381","20191231",0
"3000429921","20191231",0
"3000592799","20191231",0
"3000428710","20191231",0
"3000484165","20191231",0
"3000418727","20191231",0
"3000427978","20191231",1
"3000497786","20191231",0
"3000344308","20191231",0
"3000467587","20191231",0
"3000422686","20191231",0
"3000422399","20191231",1
"3000552084","20191231",0
"3000578327","20191231",0
"3000609218","20191231",0
"3000603479","20191231",1
"3000552086","20191231",0
"3000582918","20191231",0
"3000571665","20191231",0
"3000405057","20191231",1
"3000423711","20191231",0
"3000601057","20191231",0
"3000584232","20191231",0
"3000417755","20191231",0
"3000467406","20191231",0
"3000441450","20191231",0
"3000598303","20191231",0
"3000352875","20191231",0
"3000453917","20191231",0
"3000596647","20191231",0
"3000500885","20191231",0
"3000554329","20191231",1
"3000410332","20191231",0
"3000423377","20191231",0
"3000434574","20191231",0
"3000555774","20191231",0
"3000120464","20191231",1
"3000471659","20191231",0
"3000564605","20191231",0
"3000425039","20191231",1
"3000564260","20191231",0
"3000427981","20191231",1
"3000042033","20191231",0
"3000558649","20191231",0
"3000594807","20191231",0
"3000524368","20191231",0
"3000599757","20191231",0
"3000608774","20191231",0
"3000432157","20191231",0
"3000454261","20191231",0
"3000612024","20191231",0
"3000611578","20191231",0
"3000583558","20191231",0
"3000470683","20191231",0
"3000206536","20191231",1
"3000470397","20191231",0
"3000576388","20191231",0
"3000609511","20191231",0
"3000420903","20191231",0
"3000426777","20191231",0
"3000582923","20191231",0
"3000558122","20191231",0
"3000420274","20191231",0
"3000469546","20191231",0
"3000597860","20191231",0
"3000420908","20191231",0
"3000425858","20191231",0
"3000348292","20191231",0
"3000468338","20191231",0
"3000432399","20191231",0
"3000419136","20191231",0
"3000578860","20191231",0
"3000413970","20191231",0
"3000531306","20191231",0
"3000578862","20191231",0
"3000503761","20191231",0
"3000577364","20191231",0
"3000430840","20191231",0
"3000610897","20191231",0
"3000431766","20191231",0
"3000419715","20191231",0
"3000452429","20191231",0
"3000432500","20191231",0
"3000592289","20191231",0
"3000453871","20191231",0
"3000423098","20191231",0
"3000470452","20191231",0
"3000419717","20191231",0
"3000425332","20191231",0
"3000568062","20191231",0
"3000488602","20191231",0
"3000470168","20191231",0
"3000432160","20191231",0
"3000600098","20191231",1
"3000435031","20191231",0
"3000469312","20191231",0
"3000010470","20191231",0
"3000471669","20191231",1
"3000579607","20191231",0
"3000577891","20191231",0
"3000575812","20191231",0
"3000423202","20191231",0
"3000515415","20191231",0
"3000583279","20191231",0
"3000420621","20191231",0
"3000458065","20191231",0
"3000501926","20191231",0
"3000429940","20191231",0
"3000553944","20191231",0
"3000370444","20191231",0
"3000435902","20191231",0
"3000552446","20191231",0
"3000469266","20191231",0
"3000414955","20191231",0
"3000434061","20191231",0
"3000598792","20191231",0
"3000570815","20191231",0
"3000563645","20191231",0
"3000485211","20191231",0
"3000470988","20191231",0
"3000607104","20191231",0
"3000566518","20191231",0
"3000411324","20191231",0
"3000596718","20191231",0
"3000552970","20191231",0
"3000556765","20191231",0
"3000404442","20191231",0
"3000572421","20191231",1
"3000426604","20191231",0
"3000431485","20191231",0
"3000427472","20191231",0
"3000558081","20191231",0
"3000604181","20191231",1
"3000596377","20191231",0
"3000570001","20191231",0
"3000452439","20191231",0
"3000604816","20191231",0
"3000421603","20191231",0
"3000440607","20191231",0
"3000559586","20191231",0
"3000572372","20191231",0
"3000225607","20191231",0
"3000562677","20191231",0
"3000485454","20191231",1
"3000610435","20191231",0
"3000553715","20191231",0
"3000600681","20191231",0
"3000591378","20191231",0
"3000417307","20191231",0
"3000542752","20191231",0
"3000417309","20191231",0
"3000568709","20191231",0
"3000594195","20191231",1
"3000584020","20191231",0
"3000424080","20191231",0
"3000424138","20191231",0
"3000412019","20191231",0
"3000572955","20191231",0
"3000562207","20191231",0
"3000424428","20191231",0
"3000553666","20191231",0
"3000589319","20191231",0
"3000461454","20191231",0
"3000167915","20191231",0
"3000420348","20191231",0
"3000417833","20191231",0
"3000585812","20191231",0
"3000551532","20191231",0
"3000416335","20191231",0
"3000560495","20191231",0
"3000411043","20191231",1
"3000575488","20191231",0
"3000565026","20191231",0
"3000420927","20191231",0
"3000564102","20191231",0
"3000431835","20191231",0
"3000423166","20191231",0
"3000561522","20191231",0
"3000424667","20191231",0
"3000551827","20191231",0
"3000468933","20191231",1
"3000554354","20191231",0
"3000354273","20191231",0
"3000585001","20191231",0
"3000440327","20191231",0
"3000422536","20191231",1
"3000423748","20191231",0
"3000562396","20191231",0
"3000568136","20191231",0
"3000339069","20191231",0
"3000607065","20191231",0
"3000572093","20191231",0
"3000431310","20191231",0
"3000563898","20191231",0
"3000388790","20191231",0
"3000422482","20191231",0
"3000550853","20191231",0
"3000568426","20191231",0
"3000610443","20191231",0
"3000423982","20191231",0
"3000565844","20191231",0
"3000551779","20191231",0
"3000430102","20191231",0
"3000553381","20191231",1
"3000295081","20191231",0
"3000610736","20191231",0
"3000419686","20191231",0
"3000469048","20191231",0
"3000470766","20191231",0
"3000429670","20191231",0
"3000513777","20191231",0
"3000428171","20191231",1
"3000569878","20191231",0
"3000595996","20191231",0
"3000562450","20191231",0
"3000408307","20191231",0
"3000468074","20191231",0
"3000543160","20191231",0
"3000206569","20191231",0
"3000550331","20191231",0
"3000433214","20191231",0
"3000423460","20191231",0
"3000607886","20191231",0
"3000402857","20191231",0
"3000391418","20191231",0
"3000554071","20191231",0
"3000562742","20191231",0
"3000573363","20191231",0
"3000428757","20191231",1
"1000024521","20191231",0
"3000554360","20191231",0
"3000424677","20191231",0
"3000601960","20191231",0
"3000552991","20191231",0
"3000414504","20191231",0
"3000561248","20191231",0
"3000471690","20191231",0
"3000567698","20191231",0
"3000597133","20191231",0
"3000232163","20191231",0
"3000433169","20191231",0
"3000572735","20191231",0
"3000581698","20191231",1
"3000421624","20191231",0
"3000421337","20191231",0
"3000567989","20191231",0
"3000565566","20191231",1
"3000600757","20191231",1
"3000568091","20191231",0
"3000467681","20191231",0
"3000172289","20191231",0
"3000403834","20191231",0
"3000611667","20191231",1
"3000578421","20191231",1
"3000430877","20191231",0
"3000604784","20191231",0
"3000513496","20191231",0
"3000379267","20191231",0
"3000551601","20191231",0
"3000551314","20191231",1
"3000552813","20191231",0
"3000201333","20191231",0
"3000380987","20191231",0
"3000580015","20191231",0
"3000605521","20191231",0
"3000428181","20191231",0
"3000413538","20191231",0
"3000418488","20191231",1
"3000592714","20191231",0
"3000559426","20191231",0
"3000362436","20191231",0
"3000563097","20191231",0
"3000411061","20191231",0
"3000577163","20191231",0
"3000601159","20191231",0
"3000471804","20191231",0
"3000573082","20191231",0
"3000607895","20191231",0
"3000424394","20191231",0
"3000421104","20191231",1
"3000388624","20191231",0
"3000452170","20191231",0
"3000557007","20191231",0
"3000607897","20191231",0
"3000404525","20191231",0
"3000589919","20191231",0
"3000559950","20191231",1
"3000536349","20191231",0
"3000586994","20191231",0
"3000575799","20191231",0
"3000560044","20191231",0
"3000412856","20191231",1
"3000420895","20191231",0
"3000558744","20191231",0
"3000424212","20191231",0
"3000429507","20191231",0
"3000508330","20191231",0
"3000555875","20191231",0
"3000414173","20191231",0
"3000186072","20191231",0
"3000576480","20191231",0
"3000419468","20191231",0
"3000467746","20191231",0
"3000418257","20191231",0
"3000160176","20191231",0
"3000456839","20191231",0
"3000188499","20191231",0
"3000425084","20191231",0
"3000429740","20191231",0
"3000413252","20191231",0
"3000425717","20191231",1
"3000557193","20191231",0
"3000563153","20191231",0
"3000555116","20191231",0
"3000586527","20191231",0
"3000413541","20191231",0
"3000552533","20191231",0
"3000567523","20191231",0
"3000592141","20191231",0
"3000248955","20191231",0
"3000433759","20191231",0
"3000590486","20191231",0
"3000192903","20191231",0
"3000567815","20191231",0
"3000522914","20191231",0
"3000585263","20191231",0
"3000598882","20191231",0
"3000571773","20191231",0
"3000568397","20191231",0
"3000556852","20191231",1
"3000183311","20191231",0
"3000592149","20191231",0
"3000209168","20191231",1
"3000511377","20191231",0
"3000563392","20191231",1
"3000543522","20191231",0
"3000365602","20191231",0
"3000558800","20191231",0
"3000448987","20191231",0
"3000413497","20191231",0
"3000532273","20191231",0
"3000574939","20191231",0
"3000422271","20191231",0
"3000593886","20191231",0
"3000422904","20191231",0
"3000471763","20191231",0
"3000555938","20191231",0
"3000587509","20191231",0
"3000429800","20191231",0
"3000599916","20191231",0
"3000500996","20191231",0
"3000598360","20191231",0
"3000557253","20191231",0
"3000395755","20191231",0
"3000421351","20191231",0
"3000553172","20191231",0
"3000588952","20191231",0
"3000426933","20191231",0
"3000358387","20191231",0
"3000436632","20191231",0
"3000436633","20191231",0
"3000594284","20191231",0
"3000415398","20191231",1
"3000563506","20191231",0
"3000556622","20191231",1
"3000579651","20191231",0
"3000463677","20191231",0
"3000465048","20191231",0
"3000417345","20191231",0
"3000561792","20191231",1
"3000568457","20191231",0
"3000458454","20191231",0
"3000563166","20191231",0
"3000411130","20191231",0
"3000593654","20191231",0
"3000468440","20191231",1
"3000597449","20191231",0
"3000469078","20191231",0
"3000426887","20191231",0
"3000497140","20191231",0
"3000467995","20191231",0
"3000436585","20191231",0
"3000603884","20191231",0
"3000553990","20191231",0
"3000408045","20191231",0
"3000609280","20191231",0
"3000527875","20191231",0
"3000596815","20191231",0
"3000611218","20191231",0
"3000569144","20191231",1
"3000484868","20191231",0
"3000566276","20191231",0
"3000604337","20191231",1
"3000360035","20191231",0
"3000429230","20191231",0
"3000415166","20191231",0
"3000565355","20191231",0
"3000215087","20191231",0
"3000603704","20191231",0
"3000554736","20191231",0
"3000552026","20191231",0
"3000554738","20191231",0
"3000160535","20191231",0
"3000552315","20191231",1
"3000577001","20191231",0
"3000588388","20191231",0
"3000591764","20191231",0
"3000421361","20191231",0
"3000501455","20191231",0
"3000422919","20191231",0
"3000422287","20191231",0
"3000578502","20191231",0
"3000431404","20191231",0
"3000569960","20191231",0
"3000584595","20191231",0
"3000603366","20191231",0
"3000418907","20191231",0
"3000613408","20191231",0
"3000567252","20191231",1
"3000562017","20191231",0
"3000201128","20191231",0
"3000422867","20191231",0
"3000613640","20191231",1
"3000594297","20191231",0
"3000585047","20191231",0
"3000610199","20191231",0
"3000600024","20191231",0
"3000381174","20191231",0
"3000586836","20191231",0
"3000182593","20191231",0
"3000430144","20191231",0
"3000427343","20191231",0
"3000407894","20191231",0
"3000600029","20191231",1
"3000576034","20191231",0
"3000559741","20191231",0
"3000608711","20200331",1
"3000620189","20200331",0
"3000645450","20200331",0
"3000577248","20200331",0
"3000430438","20200331",0
"3000566915","20200331",0
"3000350058","20200331",0
"3000422055","20200331",0
"3000601188","20200331",0
"3000550428","20200331",0
"3000092334","20200331",0
"3000460582","20200331",0
"3000598430","20200331",0
"3000660664","20200331",0
"3000654992","20200331",0
"3000564208","20200331",0
"3000598144","20200331",0
"3000628589","20200331",0
"3000605790","20200331",0
"3000419545","20200331",0
"3000624794","20200331",0
"3000585867","20200331",0
"3000431598","20200331",0
"3000654995","20200331",0
"3000664691","20200331",0
"3000629325","20200331",0
"3000612964","20200331",1
"3000591770","20200331",1
"3000566865","20200331",0
"3000634493","20200331",0
"3000627667","20200331",0
"3000552322","20200331",0
"3000434758","20200331",0
"3000590560","20200331",0
"3000423793","20200331",0
"3000658314","20200331",0
"3000412598","20200331",1
"3000415468","20200331",0
"3000643325","20200331",0
"3000428035","20200331",0
"3000432910","20200331",0
"3000062373","20200331",0
"3000621451","20200331",0
"3000571270","20200331",0
"3000582523","20200331",0
"3000422929","20200331",0
"3000659184","20200331",0
"3000421085","20200331",0
"3000653024","20200331",0
"3000460402","20200331",1
"3000569397","20200331",0
"3000647066","20200331",0
"3000668302","20200331",0
"3000609403","20200331",0
"3000401217","20200331",0
"3000624900","20200331",0
"3000570063","20200331",0
"3000421950","20200331",0
"3000431360","20200331",0
"3000554984","20200331",0
"3000432285","20200331",0
"3000625196","20200331",1
"3000635524","20200331",0
"3000471314","20200331",0
"3000621747","20200331",0
"3000589713","20200331",0
"3000600032","20200331",0
"3000624617","20200331",0
"3000628355","20200331",0
"3000646434","20200331",0
"3000551351","20200331",0
"3000554221","20200331",0
"3000623061","20200331",0
"3000467303","20200331",1
"3000661931","20200331",0
"3000568767","20200331",0
"3000592173","20200331",0
"3000471605","20200331",1
"3000660146","20200331",0
"3000417369","20200331",0
"3000565132","20200331",1
"3000553012","20200331",0
"3000622140","20200331",0
"3000627147","20200331",0
"3000632890","20200331",0
"3000431943","20200331",0
"3000635819","20200331",0
"3000657291","20200331",0
"3000644017","20200331",0
"3000452319","20200331",0
"3000452262","20200331",0
"3000354148","20200331",0
"3000642647","20200331",0
"3000599361","20200331",0
"3000637422","20200331",0
"3000468752","20200331",1
"3000608091","20200331",0
"3000645806","20200331",0
"3000441356","20200331",0
"3000603430","20200331",0
"3000626516","20200331",0
"3000563769","20200331",0
"3000641381","20200331",0
"3000609593","20200331",0
"3000623648","20200331",0
"3000413105","20200331",0
"3000567030","20200331",1
"3000660388","20200331",1
"3000576281","20200331",0
"3000413107","20200331",0
"3000621800","20200331",0
"3000645179","20200331",0
"3000434764","20200331",1
"3000585877","20200331",0
"3000417899","20200331",1
"3000641673","20200331",0
"3000610608","20200331",0
"3000418633","20200331",0
"3000609598","20200331",0
"3000661125","20200331",0
"3000551886","20200331",1
"3000609886","20200331",0
"3000621173","20200331",1
"3000661413","20200331",0
"3000635009","20200331",0
"3000440670","20200331",0
"3000632427","20200331",0
"3000654243","20200331",0
"3000591785","20200331",0
"3000629282","20200331",0
"3000421095","20200331",0
"3000658901","20200331",0
"3000617163","20200331",0
"3000606542","20200331",0
"3000625259","20200331",0
"3000625833","20200331",0
"3000577311","20200331",0
"3000425179","20200331",0
"3000416216","20200331",1
"3000575366","20200331",0
"3000636742","20200331",0
"3000643627","20200331",0
"3000628705","20200331",0
"3000629286","20200331",0
"3000588221","20200331",0
"3000658561","20200331",0
"3000658274","20200331",0
"3000418585","20200331",1
"3000662862","20200331",0
